Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Product_element/a_2""))",Chrome 113.0.0.0,,,2023-05-27 16:49:16,2023-05-27 16:49:17,0.558s,PASSED
"click(findTestObject(""Checkout_element/button_Checkout""))",Chrome 113.0.0.0,,,2023-05-27 16:49:17,2023-05-27 16:49:17,0.546s,PASSED
"setText(findTestObject(""Checkout_element/input_Checkout Your Information_firstName""), findTestData(""Profile"").getValue(1, 1))",Chrome 113.0.0.0,,,2023-05-27 16:49:17,2023-05-27 16:49:19,1.521s,PASSED
"click(findTestObject(""Checkout_element/button_continue1""))",Chrome 113.0.0.0,,,2023-05-27 16:49:19,2023-05-27 16:49:19,0.527s,PASSED
"verifyTextPresent(""Error: Last Name is required"", false)",Chrome 113.0.0.0,,,2023-05-27 16:49:19,2023-05-27 16:49:20,0.542s,PASSED
closeBrowser(),Chrome 113.0.0.0,,,2023-05-27 16:49:20,2023-05-27 16:49:21,0.708s,PASSED
,,,,,,,
Test Cases/TS03 - Checkout/TC11 - Checkout without postal code,Chrome 113.0.0.0,,,2023-05-27 16:49:21,2023-05-27 16:49:30,9.434s,PASSED
"openBrowser("""")",Chrome 113.0.0.0,,,2023-05-27 16:49:21,2023-05-27 16:49:22,1.325s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 113.0.0.0,,,2023-05-27 16:49:22,2023-05-27 16:49:23,0.438s,PASSED
"setText(findTestObject(""Login_element/Username""), ""standard_user"")",Chrome 113.0.0.0,,,2023-05-27 16:49:23,2023-05-27 16:49:24,0.829s,PASSED
"setText(findTestObject(""Login_element/Password""), ""secret_sauce"")",Chrome 113.0.0.0,,,2023-05-27 16:49:24,2023-05-27 16:49:24,0.746s,PASSED
"click(findTestObject(""Login_element/Login_Btn""))",Chrome 113.0.0.0,,,2023-05-27 16:49:24,2023-05-27 16:49:25,0.509s,PASSED
"click(findTestObject(""Object Repository/Product_element/button_Add to cart""))",Chrome 113.0.0.0,,,2023-05-27 16:49:25,2023-05-27 16:49:25,0.546s,PASSED
"click(findTestObject(""Object Repository/Product_element/a_2""))",Chrome 113.0.0.0,,,2023-05-27 16:49:25,2023-05-27 16:49:26,0.538s,PASSED
"click(findTestObject(""Checkout_element/button_Checkout""))",Chrome 113.0.0.0,,,2023-05-27 16:49:26,2023-05-27 16:49:26,0.534s,PASSED
"setText(findTestObject(""Checkout_element/input_Checkout Your Information_firstName""), findTestData(""Profile"").getValue(1, 1))",Chrome 113.0.0.0,,,2023-05-27 16:49:26,2023-05-27 16:49:27,0.914s,PASSED
"setText(findTestObject(""Checkout_element/input_Checkout Your Information_lastName""), findTestData(""Profile"").getValue(2, 1))",Chrome 113.0.0.0,,,2023-05-27 16:49:27,2023-05-27 16:49:28,0.920s,PASSED
"click(findTestObject(""Checkout_element/button_continue1""))",Chrome 113.0.0.0,,,2023-05-27 16:49:28,2023-05-27 16:49:29,0.543s,PASSED
"verifyTextPresent(""Error: Postal Code is required"", false)",Chrome 113.0.0.0,,,2023-05-27 16:49:29,2023-05-27 16:49:29,0.560s,PASSED
closeBrowser(),Chrome 113.0.0.0,,,2023-05-27 16:49:29,2023-05-27 16:49:30,0.707s,PASSED
,,,,,,,
Test Cases/TS03 - Checkout/TC12 - Sucessfully Checkout,Chrome 113.0.0.0,,,2023-05-27 16:49:30,2023-05-27 16:49:41,10.624s,PASSED
"openBrowser("""")",Chrome 113.0.0.0,,,2023-05-27 16:49:30,2023-05-27 16:49:32,1.311s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 113.0.0.0,,,2023-05-27 16:49:32,2023-05-27 16:49:32,0.431s,PASSED
"setText(findTestObject(""Login_element/Username""), ""standard_user"")",Chrome 113.0.0.0,,,2023-05-27 16:49:32,2023-05-27 16:49:33,0.850s,PASSED
"setText(findTestObject(""Login_element/Password""), ""secret_sauce"")",Chrome 113.0.0.0,,,2023-05-27 16:49:33,2023-05-27 16:49:34,0.754s,PASSED
"click(findTestObject(""Login_element/Login_Btn""))",Chrome 113.0.0.0,,,2023-05-27 16:49:34,2023-05-27 16:49:34,0.471s,PASSED
"click(findTestObject(""Object Repository/Product_element/button_Add to cart""))",Chrome 113.0.0.0,,,2023-05-27 16:49:34,2023-05-27 16:49:35,0.532s,PASSED
"click(findTestObject(""Object Repository/Product_element/a_2""))",Chrome 113.0.0.0,,,2023-05-27 16:49:35,2023-05-27 16:49:35,0.516s,PASSED
"click(findTestObject(""Checkout_element/button_Checkout""))",Chrome 113.0.0.0,,,2023-05-27 16:49:35,2023-05-27 16:49:36,0.542s,PASSED
"setText(findTestObject(""Checkout_element/input_Checkout Your Information_firstName""), findTestData(""Profile"").getValue(1, 1))",Chrome 113.0.0.0,,,2023-05-27 16:49:36,2023-05-27 16:49:37,0.853s,PASSED
"setText(findTestObject(""Checkout_element/input_Checkout Your Information_lastName""), findTestData(""Profile"").getValue(2, 1))",Chrome 113.0.0.0,,,2023-05-27 16:49:37,2023-05-27 16:49:38,0.913s,PASSED
"setText(findTestObject(""Checkout_element/input_Checkout Your Information_postalCode""), findTestData(""Profile"").getValue(3, 1))",Chrome 113.0.0.0,,,2023-05-27 16:49:38,2023-05-27 16:49:38,0.866s,PASSED
"click(findTestObject(""Checkout_element/button_continue1""))",Chrome 113.0.0.0,,,2023-05-27 16:49:38,2023-05-27 16:49:39,0.546s,PASSED
"click(findTestObject(""Checkout_element/button_Finish""))",Chrome 113.0.0.0,,,2023-05-27 16:49:39,2023-05-27 16:49:40,0.492s,PASSED
"verifyTextPresent(""Thank you for your order!"", false)",Chrome 113.0.0.0,,,2023-05-27 16:49:40,2023-05-27 16:49:40,0.511s,PASSED
closeBrowser(),Chrome 113.0.0.0,,,2023-05-27 16:49:40,2023-05-27 16:49:41,0.688s,PASSED
